Type,Air_temperature_K_,Process_temperature_K_,Rotational_speed_rpm_,Torque_Nm_,Tool_wear_min_,temperature_difference,Mechanical_Power_W_,Actual,Predicted
0.3158454,0.05931492,-1.2418274,-1.8527504,0.01756416,-2.0541372,-1.6726234,-2.654825,0,0
-1.9411169,-0.3597346,-0.5162969,-1.917367,0.12674579,-1.4151495,-1.4032185,-3.4636471,0,0
0.15916686,0.5586765,0.5953595,4.6754503,-0.062719405,-0.74244624,3.8293114,-1.3150886,1,1
0.185137,-0.03268082,-0.08247004,4.632007,0.49787885,-2.4096487,3.2338192,-1.1493735,1,1
0.38946882,-0.4439009,-1.6374373,1.5236484,-0.5901091,-3.490486,-2.3696628,-2.2824743,0,0
0.16943555,-0.26893958,-0.40700185,1.5799121,0.07868297,-2.36742,-2.5507374,-4.0356574,0,0
0.25749514,-0.087900415,-0.69108826,-1.8145953,-0.682759,3.6076658,-3.0815368,-0.37171593,0,0
-2.0966778,-0.07825644,-0.53666615,-1.5996497,-0.51219505,-1.7158346,-0.825713,-2.3687885,0,0
0.28702763,0.0027764887,-0.14558086,0.8946208,0.13132319,-1.9840311,-1.6239676,-0.90252364,0,0
0.113712475,-0.16334923,-0.52756214,-1.7565165,-0.30973577,-3.1099281,-1.646823,-1.0211833,0,0
0.77133274,-0.43939978,0.31812534,0.8407092,-0.25918853,-1.5049285,-3.4551256,-2.43971,0,0
-2.0639453,-1.2241709,-1.8423215,-0.0012330567,-0.22311364,-3.1647272,-1.8801156,-3.1482394,0,0
-1.5241965,-0.94797796,-0.8253777,-1.4552059,-0.9189833,-2.3277323,-1.3254304,-1.3418463,0,0
0.18517032,-0.06899599,-0.06322515,-2.355717,0.38855767,-1.7735326,-0.96346056,-1.4655179,0,0
0.12838559,-0.26107943,-0.5895785,-2.4653935,-0.67727315,-2.7932222,-3.9803202,-1.4537506,0,0
0.21748452,-0.2417636,-1.1852869,-0.54412854,-0.2672732,-1.609769,0.35405573,-1.1659795,0,0
0.13515031,-0.24286532,-0.79973537,-2.2463293,-0.5226873,-3.0083597,-1.211526,-0.74288076,0,0
0.20902035,-0.14507909,-0.07917173,-1.5775275,-0.5415306,-1.6451769,-1.3224442,-0.87670445,0,0
0.16477013,-0.6722227,-2.1157498,1.3958246,-0.116669945,-2.148245,-0.74772185,-3.0175004,0,0
-1.5842142,0.2595243,-0.46079153,-1.7459263,-0.603113,-3.0276978,-0.3852741,-1.0893486,0,0
0.03713509,-0.6471999,-0.050334856,-2.0906959,-0.7813006,-1.8637794,-2.6049404,-1.2618574,0,0
0.2915246,-0.255266,-1.5646921,2.4529507,-0.055361263,0.28024605,-1.5726893,-4.7933106,0,0
-1.9953736,-0.3237277,-0.40441608,-1.3985581,-0.59599704,-3.0123863,-2.108253,-1.0500194,0,0
0.18826468,0.017202787,0.03925954,-2.1714299,0.120307274,-4.416769,-0.43306416,-1.5151405,0,0
0.1508067,-0.025087614,-0.82331973,0.5282007,1.9411206,-1.6125567,-0.49181822,7.6073017,1,1
0.121642366,-0.25581455,-2.2450418,1.4804112,-0.2363912,-0.867495,-2.220677,-2.4032824,0,0
0.057631876,-0.15691236,-0.37967604,-2.152999,-0.51799476,-4.4258738,-0.3253809,-1.449743,0,0
0.14298868,-0.1110901,0.10037711,-0.27628902,-0.18278831,-2.75753,-1.574721,-1.4195231,0,0
0.25772563,-0.093421295,-0.5120322,-0.687461,-0.4584688,-1.4470608,-0.27339202,-1.051819,0,0
-2.2948809,-0.39907116,-0.40764466,0.71493435,0.23199569,-1.5003186,-0.6991032,-1.5221992,0,0
0.15469109,-0.045316093,0.64181954,-2.2889884,0.12084019,-2.969137,-0.771808,-2.123908,0,0
0.12740792,-0.31706217,-0.27313286,-3.9521122,0.3524435,-2.6011052,0.5678488,-2.0028129,0,0
-2.7485244,-0.40298072,-0.25748444,-0.4994515,-0.39498362,-0.5283802,-0.9676349,-0.90652925,0,0
-1.9230922,-0.51859313,-0.4130989,0.2420124,0.28011343,-1.4953175,-0.9355433,-0.96672356,0,0
0.74264747,-0.7042922,-0.6268544,-2.01387,-1.2311825,-3.1223664,-0.41710454,-1.3583167,0,0
-1.7940396,-0.26284793,-0.35800058,-1.4666716,-0.4291168,-2.4765499,-2.9708633,-1.1906835,0,0
-1.8887666,0.701114,1.3242903,-0.2982473,-0.1602643,-1.9588151,0.3204339,-1.3290538,0,0
-1.9686779,-0.038419444,-0.034807403,-1.4132385,-0.4639697,-2.313991,-0.6203811,-1.2199478,0,0
0.09361328,-0.54977983,-1.6806124,1.7431971,-0.13950932,-2.9716458,-3.3099215,-3.5083416,0,0
0.23448078,-0.76076543,-1.6087351,1.7090623,-0.6622269,-1.4304416,-0.80446887,-3.6731677,0,0
0.13044883,0.06392471,0.34474853,-2.5181346,-0.19729616,-3.6823385,-1.32356,-1.2032567,0,0
-1.249345,-0.45740628,-0.99803734,-4.1041336,-1.1629184,-1.8627745,0.22097676,-1.2318988,0,0
0.14869574,-0.23202626,-0.45357177,-1.5780902,-0.42781982,-2.2818966,-0.58635026,-1.1404684,0,0
-1.6121745,-0.47772276,-0.36337444,-1.9744432,-1.0240438,-1.9098555,-1.7497464,-0.99958277,0,0
0.12112274,0.36180732,-0.16520056,-1.06141,-0.41705823,0.8465426,-3.2557473,-2.1357906,0,0
-1.4808578,-0.7667144,-0.7114178,-1.8366808,-1.0202959,-2.9568827,-2.9487102,-1.0784049,0,0
0.5229039,-0.1573532,-0.56867015,-2.627545,-0.59789026,-3.4672394,-3.2639675,-1.515017,0,0
0.10931973,-0.44915396,-0.50816375,-2.325697,-0.612929,-2.3938713,-1.1414853,-1.4723897,0,0
0.18343098,-0.34593242,-0.124356925,-1.8989197,-0.58870536,-2.5184517,-1.9998491,-3.1580215,0,0
0.2840409,-0.7096942,0.11222357,-1.191041,-0.7497289,2.9632652,-0.99706334,-0.29635358,1,0
-1.5431727,-0.28907716,0.53622454,-1.2183129,-0.62639815,-3.8054895,-0.4149203,-1.8915632,0,0
0.14911406,-0.27513,-0.16715105,-3.853602,0.04111951,-2.0392601,-0.03078958,-2.7166994,0,0
0.16636305,-0.68764716,-0.26503158,-1.8827573,-0.4671992,-2.9293978,-1.3714886,-0.6392869,0,0
0.14433853,-0.8261099,0.25332922,-1.9493943,-0.7467982,-2.8576925,-1.6107732,-1.2442223,0,0
-0.26366618,-0.42324558,-1.7341529,0.09886883,0.17239526,-1.8043005,-2.0160859,-1.9642181,0,0
0.09866823,0.24467857,-0.32120427,-1.886924,-0.39426854,-3.0773435,-1.1225777,-1.4964938,0,0
-2.6407218,-1.1770935,-1.368947,-0.24412538,-0.27264935,2.1068301,-1.4524602,-2.9393442,0,0
-1.4001056,-0.23193939,-0.72154075,-1.7688926,-0.5628937,-2.3849957,-1.4810091,-1.0913701,0,0
0.15727173,-0.1229991,0.1316956,-0.8756368,-0.21749099,-2.076766,-0.5844094,-2.5925138,0,0
0.10813477,-0.4288493,-0.34117508,-1.6151178,-0.7051233,-1.3432677,0.4673931,-0.5714647,0,0
0.11296129,-0.6716235,-0.9789389,-1.728225,-0.19827363,-3.3121002,-1.250512,-1.5312843,0,0
0.1260187,-0.12128425,0.091506794,-2.1162739,-0.63039917,-2.572173,-2.664016,-2.9537954,0,0
-2.3102145,-0.012314249,-0.29825327,4.5419207,0.44583765,-0.70594865,3.2033596,-0.592727,1,1
0.42721024,-0.7847521,-0.44196615,-2.1464393,-0.6355396,-2.1540847,-1.4385871,-1.098464,0,0
0.12658274,-0.046130605,0.16227047,-3.4657621,-0.8866422,-1.8811078,0.15140788,-0.7259346,0,0
0.05154735,-0.16644622,-0.7205092,-1.350966,-0.22807579,-3.4039192,-1.61706,-1.3437606,0,0
-2.019094,-0.5216268,-1.2258554,-1.9715357,-0.9892059,-2.9168394,-1.5682498,-1.7196705,0,0
0.14899406,-0.37870502,-0.14361231,-1.8171825,-0.7922968,-1.3857044,-0.46381733,-1.5108314,0,0
0.082280554,0.32616156,-0.33495653,-1.5358044,-0.46673435,-3.2877958,-2.9095669,-1.333608,0,0
0.3552298,0.23983008,-1.177756,1.5697521,-0.28361276,-1.5093105,-0.075542,-1.8383915,0,0
0.193595,-0.27457315,-0.11344853,-1.0122789,0.14567065,-2.9764771,-1.688216,-1.6717159,0,0
0.17332911,-0.55204624,-1.0733229,-2.4464273,-0.7486776,-0.7063164,-1.159059,-0.67442185,0,0
0.12631369,-0.42648214,-0.48700643,0.06999132,0.16562337,-2.8070714,-0.4512525,-1.7952521,0,0
0.18172793,-0.0073908083,-1.3402714,0.4366202,0.1293837,-2.7850173,-1.2684445,-0.9124615,0,0
0.73601687,-0.17235386,-1.7339906,0.08692549,0.020822123,-2.348111,-2.568767,-1.5713111,0,0
-1.7954315,-0.7193193,-0.5206081,-1.8405932,-0.7776373,-1.215234,-1.7656592,-1.4258734,0,0
-2.1090858,-0.9519045,-2.1166565,0.015789848,-0.5349691,-1.9037564,-1.07999,-2.9136233,0,0
0.08967983,-0.01103479,-0.4250124,-2.1310856,-1.0901206,-3.879042,-0.48035854,-1.0055379,0,0
-0.035323862,0.2348233,-0.89574206,-1.1029938,0.41705176,-2.1500914,-0.6366975,-1.6772684,0,0
-2.3660312,-0.4609057,-0.7077043,-1.0852438,-0.30624866,-1.5060765,-2.0130055,-1.4476672,0,0
0.1256195,-0.29033348,-0.1869401,-1.7258857,-0.26949662,-3.4525042,-1.4026115,-1.0126694,0,0
0.17136484,-1.0183225,-0.38442415,1.8840549,0.36436844,-3.237212,-0.78830147,-1.5868897,0,0
-1.8746641,-0.5433305,-0.46719384,-1.2868296,-0.36758512,-2.1722858,-0.7636751,-2.03339,0,0
-1.8010621,-0.6730383,-1.5515648,-0.014967857,-0.49039066,-2.0552447,-1.8065295,-2.7664626,0,0
-1.7440817,-0.111742474,-1.3694528,-1.7685025,-0.5709588,-1.1310107,-0.6122792,-2.36779,0,0
0.10746006,-0.6218438,0.4294119,-2.7401466,-0.6777304,-3.579962,0.15158005,-0.8294851,0,0
0.33157697,-0.13083278,-0.8470587,1.6101251,0.1220018,1.8783133,-1.0791254,-1.557037,0,1
0.053515747,-0.030812223,-0.3500418,-1.952811,-1.0212331,-4.0169005,-0.4782856,-0.99924934,0,0
0.16431724,-0.04379924,-0.1614517,-0.069193654,-0.71131295,-1.824844,-1.0567644,-1.5360359,0,0
-2.9303095,-0.09551771,-1.0346323,-0.60422814,-0.25148022,3.8212128,0.20547391,-1.6266261,0,0
0.16516255,-0.7421608,-1.6435688,-2.4231505,-0.5858181,2.7248814,-0.06154661,-1.4463894,0,0
-3.0417323,-0.4041432,-1.3294775,-0.07291147,0.1013558,0.9868919,-1.803153,-2.0887425,0,0
0.21578994,-0.4546344,-0.04565014,-0.0281868,-0.46849117,-4.091676,-3.603562,-1.5110657,0,0
0.5591824,-0.19083369,-0.7582842,-1.8921483,-0.965571,-2.7408774,-1.6076326,-1.2644403,0,0
0.11387659,-1.0895303,-0.755748,-2.8541138,-0.7415544,-2.101616,-1.2724329,-1.9487503,0,0
0.2888562,-0.3819934,-0.78135544,-2.8570793,-0.79312295,-2.1812024,-1.8026178,-1.0422294,0,0
0.1857173,0.18821687,0.17428485,-1.995593,-0.7047173,-2.8873653,-2.2755923,-1.1240479,0,0
-1.8234427,-0.09095568,-0.31701705,-1.327567,-0.7673626,-2.645376,-0.28720275,-0.8378864,0,0
0.0056375647,0.020932447,0.40743893,-1.9138354,-0.5091882,-3.5843232,-2.9693959,-1.1553353,0,0
0.066198304,-0.20826972,-0.52081317,-2.41003,-0.8214062,-3.952254,-1.0232606,-1.4801443,0,0
0.20613684,-0.56055254,-1.5885122,0.14447193,0.056393426,-2.0051873,-0.76179713,-2.4207866,0,0
0.2816152,0.18130308,-0.7793953,-0.30537254,-0.23923354,-0.19992869,-0.26214826,-2.5593336,0,0
-1.6824639,-0.8933578,-0.7393298,-1.2417904,-0.5289039,-2.184277,-0.591398,-0.81314415,0,0
0.19467378,-0.90718853,-1.0721328,2.041825,0.26810005,-2.9176571,-1.5712361,-1.7753636,0,0
0.47317323,-0.29606566,0.5891537,0.3312941,-0.32955045,-1.6470057,-0.37255707,-3.0400681,0,0
0.33366305,-0.80667466,-1.312059,2.56528,-0.14743204,0.18631658,-2.1066356,0.4060412,1,0
-0.8259225,-0.40973553,-1.0813205,-1.4113351,-0.59416497,-2.7102523,-0.9243778,-1.2391261,0,0
0.15468127,-0.26711875,-0.70430416,-1.7321585,-0.3954677,-0.6019974,-1.428603,-1.1873666,0,0
-1.6831065,-1.0743214,-0.9892791,-0.9537263,-0.5960589,4.3109117,-1.5036352,-0.4111677,0,0
0.22788812,-0.46975183,-1.0784436,1.8687463,-0.09933586,-2.7068105,-1.833341,-2.8583164,0,0
0.082473546,0.26671627,0.24791935,-1.6305548,0.33112514,-3.9018042,-0.8236851,-1.7494956,0,0
0.106424384,-0.21629544,-1.0572047,-2.3442216,-0.7046735,-1.7166531,-4.0719247,-1.4967412,0,0
0.14654058,0.46903497,0.5563824,-1.6963698,-0.30110076,-2.976151,-1.8922117,-1.3028631,0,0
0.035426166,0.27578107,0.07250816,-2.0930212,-0.32752684,-1.2735854,-1.5923972,-2.0825064,0,0
0.25619432,0.10718702,-0.5856723,-2.148461,-0.38686654,-0.6857474,-1.4259346,-0.7581444,0,0
0.29879057,-0.20199978,-0.6270931,-1.9497882,-0.75531644,-2.369634,-0.3861999,-0.79708695,0,0
0.23839737,-0.5455849,-1.0891137,2.2655873,-0.67969245,-5.196013,-0.7900097,-1.6218945,0,0
0.09951857,-0.4092644,-1.7436452,-1.3095585,-0.3654005,-2.748822,-1.3290257,-3.7384765,0,0
0.07803274,-0.943063,-0.345442,-3.236789,-0.43467572,-2.9777043,0.3566434,-0.9274178,0,0
0.21505964,-0.3238771,-0.8380601,-3.2769365,-0.92735785,-0.8543796,-0.60557777,-0.5426248,0,0
0.10789052,-0.42582273,-0.625804,-2.4069798,-0.64261484,-2.170428,-1.1002796,-1.8540602,0,0
-1.7102319,-0.45495382,-1.0100498,-1.4362825,-0.36547863,-3.5226135,-1.877055,-2.450925,0,0
0.5306513,-0.15778448,-0.32212675,1.5956521,-0.034035847,-2.7351065,-2.1024652,-1.7810633,0,0
-2.576684,-0.581449,-0.012981205,0.07570936,0.4763058,-1.3750193,0.65980166,-1.2586392,0,0
0.4447128,-0.08659545,-1.1071297,1.3058884,0.06001269,-2.5109866,-1.7965192,-2.5397022,0,0
0.17614894,0.3517279,-0.7420879,-1.4254595,-0.3231855,-0.67257595,-0.70623094,-1.0534834,0,0
-1.1918432,0.20024301,-0.94479966,-2.2425969,-0.06973386,-1.5843153,0.16075192,-2.6085804,0,0
0.22047406,0.16029045,-0.53248477,-1.8359877,-0.19219911,-0.828469,-0.27934313,-1.32017,0,0
-1.8509742,-0.9743239,-1.1882732,-1.1542597,-0.9613282,0.0113440035,-0.55683935,-1.27464,0,0
0.5029852,-0.11636245,-0.5574694,-1.9244051,-0.6754149,-3.1157236,-1.8303025,-1.0086823,0,0
-1.959005,-0.43039703,-0.34919167,-1.4851824,-0.59641755,-2.6273198,-0.7183325,-1.3105994,0,0
-1.7548064,-0.63936174,-0.9778517,-1.5053517,-0.69606304,-2.8225956,-3.0772054,-1.1056575,0,0
-1.812121,-0.9426686,-0.6511211,-1.8686339,0.02088681,-2.1318219,-0.80611885,-2.6682425,0,0
0.10808394,-0.7146044,-0.038045302,0.25927648,0.02153182,-2.173154,-1.4839606,-2.0809286,0,0
-0.012687839,-0.13230903,0.15544558,-2.0466464,-0.14366557,-1.7474425,-0.6394735,-1.3241657,0,0
-0.06667852,-0.7797437,-0.83872116,-2.08009,-1.1904677,-2.9579546,-1.7113672,-1.5686297,0,0
0.47466788,-0.07493231,-0.54744494,-1.8561512,-0.5659685,-2.4853487,-1.084805,-1.3426669,0,0
0.28982195,-0.061276194,-0.46603203,2.8810163,0.07540491,-0.45727435,-0.44470695,-1.9789406,0,0
0.04389004,-0.6995376,-1.1825422,-1.341334,-0.07226439,-2.7914584,-0.20140709,-1.2269276,0,0
0.08692633,0.3776934,0.3433922,-1.9180661,-0.010241965,-3.5852654,-3.2714024,-1.3369633,0,0
-2.3216336,-0.4399354,-0.91074723,1.1181518,0.013314826,-1.9838977,-1.2933499,-3.7189116,0,0
-0.010186887,-0.21847416,-1.4409314,-1.7268962,-0.20349267,-1.7159065,-1.3045063,-2.8334541,0,0
0.12100328,-0.097304076,-0.894584,-1.9552724,-1.1081195,-2.7909076,-0.3953877,-1.5808556,0,0
0.1495066,-0.6312218,-0.79952717,-2.6215599,-0.42150307,-2.6050274,-0.82186973,-1.187671,0,0
0.36791393,-0.67913264,-1.2101852,1.105131,0.34122008,2.424996,0.24061507,0.30048928,1,1
0.117436506,-0.36640516,-0.20172729,-0.84981465,1.066071,1.4566681,-0.7787726,5.0226293,1,1
0.47571373,-0.45332754,0.05950771,-1.8362515,-0.20589817,-2.3984559,-0.34451914,-0.79155326,0,0
0.22483712,-0.54853237,-0.28156587,-1.7586579,-0.45283043,-0.88762695,-0.6946921,-0.94557655,0,0
-1.2043067,-0.1458565,0.58987135,-1.5571051,-1.0839348,-3.50118,-2.2619395,-1.7049484,0,0
0.14759845,-1.091817,-0.40441233,-1.7132915,-0.6139519,2.3766665,-4.5884705,-0.74158835,0,0
0.10071191,-0.2481282,-0.07570796,-2.1331725,-0.909909,-2.4156096,-1.2775137,-1.3284417,0,0
0.5750907,-0.4752627,-0.23129562,-2.4115715,-0.8217022,-3.688269,-1.3274223,-1.4117885,0,0
0.12715824,-0.7014238,0.35504493,-2.2068346,-0.51198834,-2.995398,-0.9538833,-1.4771811,0,0
-1.6638069,-0.50119674,-1.2341149,-1.5935092,-0.19434433,-3.3231575,-1.707321,-2.6282654,0,0
0.09149582,-0.39183658,-0.5973676,-0.9847343,-0.2585058,-1.1968379,-0.17336161,-0.84950686,0,0
-0.11460467,-0.85962945,-2.4623065,0.40466276,0.24165036,-3.6298854,-0.8465155,-1.9497855,0,0
0.23439999,-0.20843555,-0.6628073,-0.20300077,0.042048737,-1.1361586,-0.18857323,-1.6644877,0,0
-1.7849076,-0.43424517,-0.66727376,-1.7961843,-0.321448,-2.8212943,-0.9210187,-1.5996906,0,0
0.06823933,-0.12457569,-0.6447547,2.1563077,-0.4416862,-0.096340284,-4.172744,-1.8953582,0,0
0.25541517,-0.29727933,-0.7414067,-2.3463874,-0.29764378,-0.58072394,-0.6618042,-3.5825706,0,0
0.47869274,-0.3389631,0.30844778,2.0824797,-0.54176974,-3.2093592,-2.524938,-2.4146688,0,0
0.29846475,-0.7886438,-0.31362998,-2.419979,-0.060477786,0.7533473,-1.2480012,-3.4526303,0,0
0.016364656,0.13876541,-0.89855605,1.7370541,-0.5487283,-3.3300815,-4.0011463,-2.1534045,0,0
-2.8344693,-1.0725198,-1.3547258,0.9965721,-0.46954373,-1.087737,-1.0329714,-2.9754984,0,0
-2.4022522,-0.43866396,-0.6646864,-1.6719382,-0.45944032,-2.9620595,-1.4396498,0.21655953,0,0
0.14585392,-0.5015229,-0.16379197,-1.7381749,-0.4192843,-0.103553385,-0.42698485,-0.99589676,0,0
-1.0655844,-0.19631249,-0.6520107,1.1374874,1.9759536,-1.5029315,-1.0680221,7.305087,1,1
0.109009095,-0.15780538,0.13273785,1.1238452,0.42367908,-3.8727977,-0.33501673,-1.5487041,0,0
0.077741876,-0.20770307,-0.47071543,-0.08255743,0.27052358,-2.7778668,-1.1601703,-1.5921111,0,0
0.055723533,-0.51295567,-1.0319606,-2.6178334,-0.5341785,-2.3817596,-0.8662384,-1.8302659,0,0
0.19440185,0.0063932044,-0.89099354,-1.4590564,0.17965081,-1.6317998,-0.82473344,-2.1289651,0,0
0.19206807,-1.0461853,-1.7481571,-0.35713044,-0.30586007,-1.093924,-0.40085274,-2.775493,0,0
0.24595682,0.06380783,0.19766128,0.5743427,0.19858198,-1.6353403,-0.26336634,-0.4817843,0,0
-2.1048856,-0.6865591,-1.0196753,-1.5512915,-1.1595843,-2.783491,-1.8990998,-1.6106701,0,0
0.4293017,-0.3256678,-0.95869833,2.0812168,0.56918836,5.097965,0.24311316,0.34395728,1,1
0.20526291,-0.10682174,0.5175609,-2.33183,-0.31792995,-0.9558948,-0.5345204,-1.1267581,0,0
0.08294718,-0.38179025,-0.4748401,0.7784599,-0.5145647,-2.6072898,-2.7649155,-1.5099036,0,0
-1.4169592,-0.6803274,-0.43605104,-1.2917238,-0.24859656,-2.421563,-0.2644082,-0.8962709,0,0
0.27240518,0.04645286,0.3408249,1.2330918,0.23747303,-1.7457566,-1.8496379,-1.3400838,0,0
-1.6360061,-0.2796694,-0.20557472,1.1486022,-0.44772965,-1.586714,-3.604528,-2.457462,0,0
0.1453775,-0.12788504,0.33604288,-1.9357817,-0.52483255,-2.3913546,-0.66522026,-0.9836897,0,0
0.07833411,-0.14099401,-1.7918484,-1.4997712,-0.10952019,-2.60199,-0.75515145,-2.6265054,0,0
0.1811665,-0.3815659,-0.7698672,0.19542809,-0.13277544,-2.3193672,-1.0601373,-1.3269154,0,0
0.2016238,-0.81492484,-1.7183491,1.2774453,-0.69624895,-2.8367262,-1.4137928,-3.4634788,0,0
0.2499228,-1.114299,-1.0289931,1.7916285,-0.4162754,-2.8780906,-1.6525607,-2.5536664,0,0
0.35330364,-0.03456773,0.26756868,1.6620375,0.10881014,2.79799,-1.3080366,-4.0000715,0,0
-2.762942,0.015122622,0.19514854,0.93980443,-0.1549292,-1.2320706,-1.4879415,-1.6408675,0,0
-1.6112418,-0.051941384,-0.16453792,-1.7939135,-0.6426722,-3.0497472,-1.7520268,-1.1013666,0,0
-1.1092497,0.05959496,-0.9504853,-3.9615717,-0.79525304,-2.106454,0.14815854,-1.3901836,0,0
0.10565407,-0.930812,-2.1889918,0.0464484,-0.52765256,-2.8210678,-1.8540034,-2.6624525,0,0
-2.6526084,-0.7940223,-1.1658204,1.6265981,-0.42747402,-2.9099972,-1.4578975,-2.3446414,0,0
-1.6988437,0.21785757,-0.2228685,0.043174703,-0.4785917,-2.5233893,-2.1351497,-1.3622192,0,0
-3.051128,-0.5805888,-0.15868163,1.7012949,2.144364,2.960731,-2.7620444,1.5262253,1,1
-2.0077689,-0.70576346,-1.8510988,-1.3018957,-0.41485178,-2.1458178,-0.28883588,-2.415627,0,0
-3.033752,-1.187779,-1.0434605,2.0823538,-0.16187014,-2.4826362,-2.156934,-0.8337238,0,0
0.22157437,0.0071755974,0.3833452,-2.3324,-0.36704972,2.5196433,0.57129174,-2.37404,0,0
-0.9595746,-0.28659165,-1.0767062,-1.5478612,-0.18123715,-3.1238885,-0.8381372,-1.0936128,0,0
0.26183096,-0.7178907,-1.1947054,-1.1497941,-0.20970836,1.8057851,-1.1713012,-0.9853798,0,0
-2.2834072,0.2631529,-0.43945223,-1.3089517,-0.3378618,-2.1201708,0.8861418,-1.4411386,0,0
0.11829694,-0.67867345,-0.21453542,1.4339985,-0.50283545,-4.8416233,-2.2450905,-2.4372325,0,0
0.08734163,-0.4936001,-1.2280458,-3.1257641,-0.5985851,-2.2393215,-0.9017066,-1.7333747,0,0
0.05033328,-0.4344272,-0.5767781,-1.9118038,-0.28841183,-3.9494858,-1.038625,-1.736383,0,0
0.19693811,-0.16470346,0.047844175,-1.3253263,0.13415682,-1.3699869,-1.5627261,-1.3412361,0,0
-3.3675632,-0.32700044,-0.35964978,0.5952609,0.33228615,-2.3162348,-1.0678097,-1.5075828,0,0
0.47797343,-0.08398527,-1.4442425,-0.012379469,-0.19924732,-3.373389,-1.9270937,-3.6014564,0,0
-1.8320656,-0.49822056,-0.38563022,-1.7385471,-0.70564646,-3.2782469,-2.9437778,-1.3840468,0,0
0.09560286,-0.62843066,-1.4046471,-1.447851,-0.4915411,-2.6246278,-2.2192907,-3.1820467,0,0
-2.3236325,-0.4459986,-0.9354479,-1.8292542,-0.59073967,-0.36529312,-0.81821555,-4.036705,0,0
0.13969138,-0.43940076,-0.37806648,-1.926962,-0.6319598,-3.3252556,-2.1425512,-1.0700904,0,0
-0.053112898,-0.7481755,-0.58512795,-1.604496,-0.11709925,-2.9910502,-1.3557781,-1.425814,0,0
0.14590146,-0.8908099,-0.6714797,-1.8691746,-0.28508255,0.008737556,-0.719355,-1.4719019,0,0
-1.4130689,0.011312344,0.75709456,-1.5944747,-0.44729275,-3.1419427,-0.1461221,-0.7404739,0,0
0.24161483,0.16596264,-0.513461,-2.3107533,-0.24166895,-0.39871195,-1.0144848,-3.724488,0,0
0.13572827,-1.07669,-0.77995074,-1.8804182,-0.4390197,-2.4195883,-1.4372841,-1.703542,0,0
0.035348006,0.040643882,-1.8281906,0.81725866,0.16765322,-1.9144369,-0.29093674,-1.1799241,0,0
-2.0269353,-1.1262932,-1.8893305,-0.008704149,-0.43961227,-1.7001197,-1.565886,-2.8965313,0,0
-2.317996,-0.10699051,-0.8654876,-2.504193,-1.1386665,2.767535,-0.608359,-1.4297142,0,0
-1.1691629,-1.4453665,-0.4326908,0.1347945,-0.6781307,2.0854146,-1.108125,-1.3582405,0,0
0.11968777,-0.07659504,-0.3888243,-1.811952,-0.60115325,-2.3299944,-3.2729945,-3.6649199,0,0
0.10925775,0.22109234,0.56029576,-2.6732101,-0.8333603,-2.2814736,-1.2221452,-2.1025321,0,0
-1.1585708,-0.088620156,0.07822841,-0.88492113,0.06077619,-2.6342497,-2.7188106,-1.412233,0,0
0.23450917,-0.44696093,-0.7415963,-1.3834757,-0.13707754,-1.5667827,-0.8874388,-3.3010423,0,0
0.052658737,-0.19176508,-1.1680853,-1.7659513,-0.34453297,-4.0104403,-1.4267085,-1.2192755,0,0
0.18860912,0.46897388,-0.05403127,-1.2162341,-0.50285685,-1.2844276,-2.0269241,-1.8194094,0,0
0.13601087,0.26337513,-0.6356946,-2.133523,-0.30686486,-3.4288,-1.3506839,-2.0057762,0,0
-1.638834,0.4785686,-0.22862643,-2.0304918,-0.4316922,-1.9761522,-0.34399423,-0.7877314,0,0
0.53961366,0.31061652,-0.2673766,-0.956129,-0.26146758,-1.5332028,-0.8518669,-2.0098152,0,0
0.20529471,-0.77246314,-0.7426165,1.9593523,-0.41267627,-1.2154841,-4.573636,-3.2521424,0,0
-1.5309634,-0.44311675,-1.259956,-2.1653368,-0.47709617,-2.2202923,0.16246647,-0.9991367,0,0
-2.0094397,-0.51043224,-1.9345912,0.21789183,0.24955882,-2.1377695,-1.279071,-2.181421,0,0
-1.2890998,-0.6384261,0.019178329,-2.878918,-0.9978995,-0.804352,-0.30888313,-0.7409275,0,0
-1.8002005,-0.46880123,-0.2822753,-1.5985391,-0.5968529,-1.961422,-1.2894427,-1.1866065,0,0
-0.026036311,-0.25208265,-0.96457076,-1.4333819,-0.4707195,-2.8394296,-3.7266903,-1.5172852,0,0
-2.2222614,-1.1538125,-0.49564004,-0.6300304,-0.44825026,2.114916,-1.5796268,-3.3954313,0,0
-1.7467567,0.25987706,-0.23125835,-1.0835965,-0.6881221,-0.55714387,-0.3139867,-1.5672579,0,0
0.16610342,-0.44654116,0.21433169,-2.5093863,-0.42130083,-2.4984403,-1.9356956,-0.56939733,0,0
0.18846314,0.07325296,-1.2398458,-2.8081903,-0.64369553,-2.7830324,-1.3463535,-0.46296263,0,0
-2.259451,-0.5867396,-0.59962213,-1.80839,-0.9600997,-0.34349498,-0.71121615,-1.7206397,0,0
0.033236444,-0.5978594,-0.7940934,-1.8737847,-0.13569432,-3.2108276,-1.8217685,-1.0736742,0,0
-2.3034086,-0.59434366,-0.3278022,0.8832542,-0.45913702,-2.652681,-2.8246887,-0.71283793,0,0
-3.344386,-0.27793697,-0.3577314,-0.5724856,-0.20626724,3.2581773,-0.63684946,-0.8512884,0,0
